id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
4344,LIMJ,large_airport,Genoa Cristoforo Colombo Airport,44.4133,8.8375,13,EU,IT,IT-42,Genova,yes,LIMJ,GOA,GE01,http://www.aeroportodigenova.com/en/home/index.php,https://en.wikipedia.org/wiki/Genoa_Cristoforo_Colombo_Airport,"Genova Sestri, Sestri Cristoforo Colombo Airport, Cristoforo Colombo Airport"
4345,LIML,large_airport,Milano Linate Airport,45.445099,9.27674,353,EU,IT,IT-25,Milan,yes,LIML,LIN,MI11,http://www.sea-aeroportimilano.it/en/,https://en.wikipedia.org/wiki/Linate_Airport,E Forlanini
4354,LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123,EU,IT,IT-45,Bologna,yes,LIPE,BLQ,BO08,http://www.bologna-airport.it/?LN=UK,https://en.wikipedia.org/wiki/Bologna_Airport,"Guglielmo Marconi Airport, Borgo Panigale Airport"
4355,LIPH,large_airport,Treviso-Sant'Angelo Airport,45.648399,12.1944,59,EU,IT,IT-34,Treviso,yes,LIPH,TSF,TV01,http://www.trevisoairport.it/tsf/index.jsp?_requestid=677517&language=en,https://en.wikipedia.org/wiki/Treviso_Airport,"Venice, Antonio Canova Terminal, Treviso Airport"
4366,LIPX,large_airport,Verona Villafranca Airport,45.395699,10.8885,239,EU,IT,IT-34,Verona,yes,LIPX,VRN,VR10,http://www.aeroportoverona.it/,https://en.wikipedia.org/wiki/Verona_Airport,"Valerio Catullo, Villafranca International Airport, Valerio Catullo Airport, Villafranca Airport"
4368,LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,7,EU,IT,IT-34,Venice,yes,LIPZ,VCE,VE05,http://www.veniceairport.com/core/index.jsp?_requestid=37300&language=en,https://en.wikipedia.org/wiki/Venice_Marco_Polo_Airport,Venezia Tessera
4372,LIRF,large_airport,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,13,EU,IT,IT-62,Rome,yes,LIRF,FCO,RM11,http://www.adr.it/portal/portal/adr/Fiumicino/Leonardo_da_vinci/Header_Window?action=2,https://en.wikipedia.org/wiki/Leonardo_da_Vinci%E2%80%93Fiumicino_Airport,"ROM, Rome Fiumicino Airport, Fiumicino Airport"
4378,LIRN,large_airport,Naples International Airport,40.886002,14.2908,294,EU,IT,IT-72,Nápoli,yes,LIRN,NAP,NA01,http://www.portal.gesac.it/,https://en.wikipedia.org/wiki/Naples_International_Airport,"Capodichino Airport, Aeroporto di Napoli-Capodichino, Aeroporto Internazionale di Napoli"
4379,LIRP,large_airport,Pisa International Airport,43.683899,10.3927,6,EU,IT,IT-52,Pisa,yes,LIRP,PSA,PI05,http://www.pisa-airport.com/,https://en.wikipedia.org/wiki/Pisa_International_Airport,"Galileo Galilei Airport, San Giusto Airport"
4386,LJLJ,large_airport,Ljubljana Jože Pučnik Airport,46.223701,14.4576,1273,EU,SI,SI-061,Ljubljana,yes,LJLJ,LJU,,http://www.lju-airport.si/,https://en.wikipedia.org/wiki/Ljubljana_Jo%C5%BEe_Pu%C4%8Dnik_Airport,"Ljubljana, Brnik, Kranj"
4408,LKPR,large_airport,Václav Havel Airport Prague,50.1008,14.26,1247,EU,CZ,CZ-PR,Prague,yes,LKPR,PRG,,http://www.prg.aero,https://en.wikipedia.org/wiki/Ruzyn%C4%9B_International_Airport,"Letiště Praha-Ruzyně, Ruzyně International Airport, Letiště Václava Havla Praha"
4411,LLBG,large_airport,Ben Gurion International Airport,32.01139832,34.88669968,135,AS,IL,IL-M,Tel Aviv,yes,LLBG,TLV,,http://www.iaa.gov.il/Rashat/en-US/Airports/BenGurion/,https://en.wikipedia.org/wiki/Ben_Gurion_International_Airport,
4427,LMML,large_airport,Malta International Airport,35.857498,14.4775,300,EU,MT,MT-25,Valletta,yes,LMML,MLA,,http://www.maltairport.com/en/home.htm,https://en.wikipedia.org/wiki/Malta_International_Airport,"Luqa Airport,Valletta,Gudja,RAF Luqa"
4434,LOWW,large_airport,Vienna International Airport,48.11029816,16.56970024,600,EU,AT,AT-9,Vienna,yes,LOWW,VIE,,http://www.viennaairport.com/en/,https://en.wikipedia.org/wiki/Vienna_International_Airport,
4448,LPFR,large_airport,Faro Airport,37.01440048,-7.965909958,24,EU,PT,PT-08,Faro,yes,LPFR,FAO,,http://www.ana.pt/en-US/Aeroportos/algarve/Faro/Pages/HomeFaro.aspx,https://en.wikipedia.org/wiki/Faro_Airport_(Portugal),
4451,LPLA,large_airport,Lajes Airport,38.761799,-27.090799,180,EU,PT,PT-20,Praia da Vitória,yes,LPLA,TER,,http://aerogarelajes.azores.gov.pt,https://en.wikipedia.org/wiki/Lajes_Field,Terceira Island
4456,LPPD,large_airport,João Paulo II Airport,37.74119949,-25.69790077,259,EU,PT,PT-20,Ponta Delgada,yes,LPPD,PDL,,http://www.ana.pt/en-US/Aeroportos/acores/PontaDelgada/Pages/Homepage-PontaDelgada.aspx,https://en.wikipedia.org/wiki/Jo%C3%A3o_Paulo_II_Airport,
4459,LPPR,large_airport,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,228,EU,PT,PT-13,Porto,yes,LPPR,OPO,,http://www.ana.pt/en-US/Aeroportos/porto/Porto/Pages/Homepage-Porto.aspx,https://en.wikipedia.org/wiki/Francisco_S%C3%A1_Carneiro_Airport,
4461,LPPT,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,374,EU,PT,PT-11,Lisbon,yes,LPPT,LIS,,http://www.ana.pt/en-US/Aeroportos/lisboa/Lisboa/Pages/HomeLisboa.aspx,https://en.wikipedia.org/wiki/Lisbon_Portela_Airport,Lisboa
4469,LQSA,large_airport,Sarajevo International Airport,43.82460022,18.3314991,1708,EU,BA,BA-BIH,Sarajevo,yes,LQSA,SJJ,,http://www.sarajevo-airport.ba/,https://en.wikipedia.org/wiki/Sarajevo_International_Airport,
4482,LROP,large_airport,Henri Coandă International Airport,44.5711111,26.085,314,EU,RO,RO-B,Bucharest,yes,LROP,OTP,,http://www.bucharestairports.ro/en/,https://en.wikipedia.org/wiki/Henri_Coand%C4%83_International_Airport,"BUH, Otopeni Airport, RoAF 90th Airlift Base"
4490,LSGG,large_airport,Geneva Cointrin International Airport,46.23809814,6.108950138,1411,EU,CH,CH-GE,Geneva,yes,LSGG,GVA,,http://www.gva.ch/,https://en.wikipedia.org/wiki/Geneva_Cointrin_International_Airport,
4505,LSZH,large_airport,Zürich Airport,47.464699,8.54917,1416,EU,CH,CH-ZH,Zurich,yes,LSZH,ZRH,,http://www.zurich-airport.com/,https://en.wikipedia.org/wiki/Zurich_Airport,
4515,LTAI,large_airport,Antalya International Airport,36.898701,30.800501,177,AS,TR,TR-07,Antalya,yes,LTAI,AYT,,http://www.antalya.dhmi.gov.tr/havaalanlari/default.aspx?hv=4,https://en.wikipedia.org/wiki/Antalya_Airport,
4528,LTBA,large_airport,Atatürk International Airport,40.976898,28.8146,163,AS,TR,TR-34,Istanbul,yes,LTBA,ISL,,http://www.ataturkairport.com/eng/,https://en.wikipedia.org/wiki/Atat%C3%BCrk_International_Airport,"Ataturk, Yeşilköy, Yesilkoy"
4533,LTBJ,large_airport,Adnan Menderes International Airport,38.29240036,27.15699959,412,AS,TR,TR-35,İzmir,yes,LTBJ,ADB,,http://www.adnanmenderesairport.com,https://en.wikipedia.org/wiki/Adnan_Menderes_Airport,
4565,LTFC,large_airport,Süleyman Demirel International Airport,37.85540009,30.36840057,2835,AS,TR,TR-32,Isparta,yes,LTFC,ISE,,http://www.dhmi.gov.tr/dosyalar/limanvemeydanlar/sdemirel/sdemirel.asp,https://en.wikipedia.org/wiki/S%C3%BCleyman_Demirel_Airport,
4569,LTFJ,large_airport,Sabiha Gökçen International Airport,40.89860153,29.30920029,312,AS,TR,TR-34,Istanbul,yes,LTFJ,SAW,,http://www.sgairport.com/,https://en.wikipedia.org/wiki/Sabiha_G%C3%B6k%C3%A7en_International_Airport,Sabiha Gökçen Havalimanı
317457,LTFM,large_airport,Istanbul Airport,41.275278,28.751944,325,AS,TR,TR-34,Istanbul,yes,LTFM,IST,,http://www.igairport.com/en,https://en.wikipedia.org/wiki/Istanbul_New_Airport,
4573,LWSK,large_airport,Skopje Alexander the Great Airport,41.961601,21.621401,781,EU,MK,MK-004,Skopje,yes,LWSK,SKP,,http://skp.airports.com.mk/,https://en.wikipedia.org/wiki/Skopje_Airport,
4610,LYBE,large_airport,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,335,EU,RS,RS-00,Belgrade,yes,LYBE,BEG,,http://www.beg.aero/,https://en.wikipedia.org/wiki/Belgrade_Nikola_Tesla_Airport,"Beograd, Surčin Airport"
4613,LYPG,large_airport,Podgorica Airport,42.359402,19.2519,141,EU,ME,ME-16,Podgorica,yes,LYPG,TGD,,http://www.montenegroairports.com/?menu=2,https://en.wikipedia.org/wiki/Podgorica_Airport,"Podgorica Airbase, Golubovci Airbase, Аеродром Подгорица, Aerodrom Podgorica"
4638,MDSD,large_airport,Las Américas International Airport,18.42970085,-69.66889954,59,NA,DO,DO-01,Santo Domingo,yes,MDSD,SDQ,,http://www.aerodom.com/app/do/lasamericas.aspx,https://en.wikipedia.org/wiki/Las_Am%C3%A9ricas_International_Airport,"Aeropuerto Internacional de Las Américas, José Francisco Peña Gómez Intl"
4731,MMMX,large_airport,Licenciado Benito Juarez International Airport,19.4363,-99.072098,7316,NA,MX,MX-DIF,Mexico City,yes,MMMX,MEX,ME1,https://www.aicm.com.mx,https://en.wikipedia.org/wiki/Mexico_City_International_Airport,AICM
4745,MMPR,large_airport,Licenciado Gustavo Díaz Ordaz International Airport,20.68009949,-105.2539978,23,NA,MX,MX-JAL,Puerto Vallarta,yes,MMPR,PVR,,http://vallarta.aeropuertosgap.com.mx/index.php?lang=eng,https://en.wikipedia.org/wiki/Lic._Gustavo_D%C3%ADaz_Ordaz_International_Airport,
4750,MMSD,large_airport,Los Cabos International Airport,23.15180016,-109.7210007,374,NA,MX,MX-BCS,San José del Cabo,yes,MMSD,SJD,,http://loscabos.aeropuertosgap.com.mx/index.php?lang=eng,https://en.wikipedia.org/wiki/Los_Cabos_International_Airport,
4757,MMTJ,large_airport,General Abelardo L. Rodríguez International Airport,32.54109955,-116.9700012,489,NA,MX,MX-BCN,Tijuana,yes,MMTJ,TIJ,,http://aeropuertosgap.com.mx/english/airports/tijuana-airport,https://en.wikipedia.org/wiki/General_Abelardo_L._Rodr%C3%ADguez_International_Airport,
4762,MMUN,large_airport,Cancún International Airport,21.03650093,-86.87709808,22,NA,MX,MX-ROO,Cancún,yes,MMUN,CUN,,http://www.asur.com.mx/asur/ingles/aeropuertos/cancun/cancun.asp,https://en.wikipedia.org/wiki/Canc%C3%BAn_International_Airport,
4951,MYNN,large_airport,Lynden Pindling International Airport,25.039,-77.466202,16,NA,BS,BS-NP,Nassau,yes,MYNN,NAS,,http://www.nas.bs/,https://en.wikipedia.org/wiki/Lynden_Pindling_International_Airport,Nassau International Airport
4956,MZBZ,large_airport,Philip S. W. Goldson International Airport,17.53910065,-88.30819702,15,NA,BZ,BZ-BZ,Belize City,yes,MZBZ,BZE,,http://www.pgiabelize.com/,https://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport,"Belize International, Ladyville"
5023,NZAA,large_airport,Auckland International Airport,-37.0080986,174.7920074,23,OC,NZ,NZ-AUK,Auckland,yes,NZAA,AKL,,http://www.auckland-airport.co.nz/,https://en.wikipedia.org/wiki/Auckland_International_Airport,
5026,NZCH,large_airport,Christchurch International Airport,-43.48939896,172.5319977,123,OC,NZ,NZ-CAN,Christchurch,yes,NZCH,CHC,,http://www.christchurchairport.co.nz/,https://en.wikipedia.org/wiki/Christchurch_International_Airport,
5063,NZWN,large_airport,Wellington International Airport,-41.32720184,174.8049927,41,OC,NZ,NZ-WGN,Wellington,yes,NZWN,WLG,,http://www.wellingtonairport.co.nz/,https://en.wikipedia.org/wiki/Wellington_International_Airport,
5079,OBBI,large_airport,Bahrain International Airport,26.27079964,50.63359833,6,AS,BH,BH-15,Manama,yes,OBBI,BAH,,http://www.bahrainairport.com/,https://en.wikipedia.org/wiki/Bahrain_International_Airport,مطار البحرين الدولي
5097,OEJN,large_airport,King Abdulaziz International Airport,21.6796,39.156502,48,AS,SA,SA-02,Jeddah,yes,OEJN,JED,,http://www.jed-airport.com/,https://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport,"Mecca, Hajj"
5101,OEMA,large_airport,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,2151,AS,SA,SA-03,Medina,yes,OEMA,MED,,http://www.tibahairports.com/en-EN/Pages/Main.aspx,https://en.wikipedia.org/wiki/Prince_Mohammad_Bin_Abdulaziz_Airport,Medinah
5166,OIIE,large_airport,Imam Khomeini International Airport,35.41609955,51.15219879,3305,AS,IR,IR-07,Tehran,yes,OIIE,IKA,,http://www.ikia.ir/,https://en.wikipedia.org/wiki/Imam_Khomeini_International_Airport,Ahmadabad
5197,OISS,large_airport,Shiraz Shahid Dastghaib International Airport,29.53919983,52.58980179,4920,AS,IR,IR-14,Shiraz,yes,OISS,SYZ,,http://shirazairport.ir/,https://en.wikipedia.org/wiki/Shiraz_International_Airport,
5204,OITT,large_airport,Tabriz International Airport,38.13389969,46.23500061,4459,AS,IR,IR-01,Tabriz,yes,OITT,TBZ,,http://www.tabrizairport.ir/,https://en.wikipedia.org/wiki/Tabriz_International_Airport,IRIAF
5220,OKBK,large_airport,Kuwait International Airport,29.22660065,47.96889877,206,AS,KW,KW-FA,Kuwait City,yes,OKBK,KWI,,http://www.kuwait-airport.com.kw/Index_e.htm,https://en.wikipedia.org/wiki/Kuwait_International_Airport,Al Mubarak Air Base
5222,OLBA,large_airport,Beirut Rafic Hariri International Airport,33.82089996,35.48839951,87,AS,LB,LB-JL,Beirut,yes,OLBA,BEY,,http://www.beirutairport.gov.lb/,https://en.wikipedia.org/wiki/Beirut_Rafic_Hariri_International_Airport,"Chaldea, Beirut Air Base, مطار بيروت رفيق الحريري الدولي"
299738,OM-0003,large_airport,Duqm International Airport,19.501944,57.634167,364,AS,OM,OM-WU,Duqm,yes,OODQ,DQM,,http://www.omanairports.com/,https://en.wikipedia.org/wiki/Duqm_Jaaluni_Airport,
5226,OMAA,large_airport,Abu Dhabi International Airport,24.43300056,54.65110016,88,AS,AE,AE-AZ,Abu Dhabi,yes,OMAA,AUH,,http://www.abudhabiairport.ae/,https://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport,
5235,OMDB,large_airport,Dubai International Airport,25.25279999,55.36439896,62,AS,AE,AE-DU,Dubai,yes,OMDB,DXB,,http://www.dubaiairport.com/dia/english/home/,https://en.wikipedia.org/wiki/Dubai_International_Airport,مطار دبي الدولي‎
5302,OSAP,large_airport,Aleppo International Airport,36.18069839,37.22439957,1276,AS,SY,SY-HL,Aleppo,yes,OSAP,ALP,,http://www.aleppo-airport.com/en/,https://en.wikipedia.org/wiki/Aleppo_International_Airport,مطار حلب الدولي
5433,PGUM,large_airport,Antonio B. Won Pat International Airport,13.48340034,144.7960052,298,OC,GU,GU-U-A,"Hagåtña, Guam International Airport",yes,PGUM,GUM,GUM,http://www.guamairport.com/,https://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,Agana
308633,PH-0001,large_airport,Laguindingan Airport,8.612203,124.456496,190,AS,PH,PH-MSR,Cagayan de Oro City,yes,RPMY,CGY,,http://laguindinganinternationalairport.com/,https://en.wikipedia.org/wiki/Laguindingan_International_Airport,"CGY,Laguindingan,IGN,RPML"
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,NA,US,US-HI,Honolulu,yes,PHNL,HNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International"
30601,PK-0001,large_airport,New Islamabad International Airport,33.560713,72.851613,1646,AS,PK,PK-PB,Islamabad,yes,OPIS,ISB,OPIS,http://www.niia.com.pk/,https://en.wikipedia.org/wiki/New_Islamabad_International_Airport,"Fateh Jang, Gandhara"
44686,QA-0001,large_airport,Hamad International Airport,25.273056,51.608056,13,AS,QA,QA-DA,Doha,yes,OTHH,DOH,,http://dohahamadairport.com/,https://en.wikipedia.org/wiki/Hamad_International_Airport,New Doha International Airport
5510,RCBS,large_airport,Kinmen Airport,24.4279,118.359001,93,AS,TW,TW-X-KM,Shang-I,yes,RCBS,KNH,,http://www.kma.gov.tw/,https://en.wikipedia.org/wiki/Kinmen_Airport,"Shang Yi Airport, 金門尚義機場, 金门尚义机场, Jīnmén Shàngyì jīchǎng"
5516,RCKH,large_airport,Kaohsiung International Airport,22.57710075,120.3499985,31,AS,TW,TW-KHH,Kaohsiung City,yes,RCKH,KHH,,http://www.kia.gov.tw/english/e_index.asp,https://en.wikipedia.org/wiki/Kaohsiung_International_Airport,"Siaogang International Airport, 高雄國際航空站, 小港國際機場"
5528,RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106,AS,TW,TW-TAO,Taipei,yes,RCTP,TPE,,http://www.taoyuan-airport.com/,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E6%A1%83%E5%9C%92%E5%9C%8B%E9%9A%9B%E6%A9%9F%E5%A0%B4,"Taiwan Taoyuan International Airport, 臺灣桃園國際機場"
5536,RJBB,large_airport,Kansai International Airport,34.4272995,135.2440033,26,AS,JP,JP-27,Osaka,yes,RJBB,KIX,,http://www.kansai-airport.or.jp/en/index.asp,https://en.wikipedia.org/wiki/Kansai_International_Airport,OSA
5544,RJCC,large_airport,New Chitose Airport,42.77519989,141.6920013,82,AS,JP,JP-01,Chitose / Tomakomai,yes,RJCC,CTS,,http://www.new-chitose-airport.jp/language/english/,https://en.wikipedia.org/wiki/New_Chitose_Airport,
5564,RJFF,large_airport,Fukuoka Airport,33.58589935,130.451004,32,AS,JP,JP-40,Fukuoka,yes,RJFF,FUK,,http://www.fuk-ab.co.jp/english/frame_index.html,https://en.wikipedia.org/wiki/Fukuoka_Airport,Itazuke Air Base
299238,rjns,large_airport,Mt. Fuji Shizuoka Airport,34.79604347,138.1877518,433,AS,JP,JP-22,Makinohara / Shimada,yes,RJNS,FSZ,,http://www.mtfuji-shizuokaairport.jp/english/index.html,https://en.wikipedia.org/wiki/Shizuoka_Airport,
5627,RJTT,large_airport,Tokyo Haneda International Airport,35.552299,139.779999,35,AS,JP,JP-13,Tokyo,yes,RJTT,HND,,http://www.haneda-airport.jp/,https://en.wikipedia.org/wiki/Tokyo_International_Airport,"TYO, Haneda"
302303,RKJB,large_airport,Muan International Airport,34.991406,126.382814,35,AS,KR,KR-46,Piseo-ri (Muan),yes,RKJB,MWX,,http://muan.airport.co.kr/doc/muan_eng/,https://en.wikipedia.org/wiki/Muan_International_Airport,"Gwangju, Mokpo, Muan, MWX, RKJB"
5642,RKPK,large_airport,Gimhae International Airport,35.17950058,128.9380035,6,AS,KR,KR-26,Busan,yes,RKPK,PUS,,http://gimhae.airport.co.kr/eng/index.jsp,https://en.wikipedia.org/wiki/Gimhae_International_Airport,"Kimhae, Pusan"
5656,RKSS,large_airport,Gimpo International Airport,37.5583,126.791,59,AS,KR,KR-11,Seoul,yes,RKSS,GMP,,http://gimpo.airport.co.kr/eng/index.jsp,https://en.wikipedia.org/wiki/Gimpo_International_Airport,
5663,RKTU,large_airport,Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.717008,127.498741,191,AS,KR,KR-43,Cheongju,yes,RKTU,CJJ,,http://cheongju.airport.co.kr/doc/cheongju_eng/,https://en.wikipedia.org/wiki/Cheongju_Airport,
5671,ROAH,large_airport,Naha Airport,26.19580078,127.6460037,12,AS,JP,JP-47,Naha,yes,ROAH,OKA,,http://www.naha-airport.co.jp/,https://en.wikipedia.org/wiki/Naha_Airport,"那覇空港, Naha Kūkō?, AHA, Naha AFB"
5687,RPLC,large_airport,Diosdado Macapagal International Airport,15.186,120.559998,484,AS,PH,PH-PAM,Angeles/Mabalacat,yes,RPLC,CRK,,http://www.clarkairport.com/,https://en.wikipedia.org/wiki/Diosdado_Macapagal_International_Airport,"Clark International Airport, Paliparang Pandaigdig ng Diosdado Macapagal, Clark Air Base"
5742,RPVM,large_airport,Mactan Cebu International Airport,10.30749989,123.9789963,31,AS,PH,PH-CEB,Lapu-Lapu City,yes,RPVM,CEB,,http://www.mactan-cebuairport.com.ph/,https://en.wikipedia.org/wiki/Mactan-Cebu_International_Airport,
5781,SAEZ,large_airport,Ministro Pistarini International Airport,-34.8222,-58.5358,67,SA,AR,AR-B,Buenos Aires,yes,SAEZ,EZE,EZE,http://www.aa2000.com.ar/index.php,https://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,BUE
5867,SBBE,large_airport,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.37925005,-48.47629929,54,SA,BR,BR-PA,Belém,yes,SBBE,BEL,,http://www.infraero.gov.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html,https://en.wikipedia.org/wiki/Val_de_Cans_International_Airport,
5872,SBBR,large_airport,Presidente Juscelino Kubistschek International Airport,-15.86916733,-47.92083359,3497,SA,BR,BR-DF,Brasília,yes,SBBR,BSB,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,https://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146
5882,SBCF,large_airport,Tancredo Neves International Airport,-19.62444305,-43.9719429,2715,SA,BR,BR-MG,Belo Horizonte,yes,SBCF,CNF,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,https://en.wikipedia.org/wiki/Tancredo_Neves_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207
5897,SBEG,large_airport,Eduardo Gomes International Airport,-3.03861,-60.049702,264,SA,BR,BR-AM,Manaus,yes,SBEG,MAO,,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-manaus-eduardo-gomes/,https://en.wikipedia.org/wiki/Eduardo_Gomes_International_Airport,
5901,SBFL,large_airport,Hercílio Luz International Airport,-27.67027855,-48.55250168,16,SA,BR,BR-SC,Florianópolis,yes,SBFL,FLN,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,https://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228
313262,SBSG,large_airport,Governador Aluízio Alves International Airport,-5.768056,-35.376111,272,SA,BR,BR-RN,Natal,yes,SBSG,NAT,,http://www.natal.aero,https://en.wikipedia.org/wiki/Greater_Natal_International_Airport,"Natal, Greater Natal International Airport,  Augusto Severo International Airport"
5974,SBSP,large_airport,Congonhas Airport,-23.62611008,-46.65638733,2631,SA,BR,BR-SP,São Paulo,yes,SBSP,CGH,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=219,https://en.wikipedia.org/wiki/Congonhas-S%C3%A3o_Paulo_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=219
6015,SCEL,large_airport,Comodoro Arturo Merino Benítez International Airport,-33.39300156,-70.78579712,1555,SA,CL,CL-RM,Santiago,yes,SCEL,SCL,,http://www.aeropuertosantiago.cl/ingles/index.php,https://en.wikipedia.org/wiki/Comodoro_Arturo_Merino_Ben%C3%ADtez_International_Airport,
6217,SPIM,large_airport,Jorge Chávez International Airport,-12.0219,-77.114305,113,SA,PE,PE-LIM,Lima,yes,SPJC,LIM,,http://www.lap.com.pe/,https://en.wikipedia.org/wiki/Jorge_Ch%C3%A1vez_International_Airport,SPIM
6243,SPZO,large_airport,Alejandro Velasco Astete International Airport,-13.53569984,-71.938797,10860,SA,PE,PE-CUS,Cusco,yes,SPZO,CUZ,,http://www.corpac.gob.pe/,https://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,
6255,SVBC,large_airport,General José Antonio Anzoategui International Airport,10.111111,-64.692222,30,SA,VE,VE-B,Barcelona,yes,SVBC,BLA,,http://aigdjaa.baer.gob.ve,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Antonio_Anzo%C3%A1tegui_International_Airport,"Barcelona, Puero La Cruz,Lecheria"
6300,SVMI,large_airport,Simón Bolívar International Airport,10.601194,-66.991222,234,SA,VE,VE-X,Caracas,yes,SVMI,CCS,,http://www.aeropuerto-maiquetia.com.ve/web/,https://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport,"Maiquetía ""Simón Bolívar"" International Airport"
6366,TFFR,large_airport,Pointe-à-Pitre Le Raizet,16.265301,-61.531799,36,NA,GP,GP-U-A,Pointe-à-Pitre,yes,TFFR,PTP,,http://www.guadeloupe.aeroport.fr/,https://en.wikipedia.org/wiki/Pointe-%C3%A0-Pitre_International_Airport,"Le Raizet, Les Abymes"
44483,TN-0002,large_airport,Enfidha - Hammamet International Airport,36.075833,10.438611,21,AF,TN,TN-51,Enfidha,yes,DTNH,NBE,DTNH,http://www.enfidhahammametairport.com/,https://en.wikipedia.org/wiki/Enfidha_%E2%80%93_Hammamet_International_Airport,DTNH
6440,UBBB,large_airport,Heydar Aliyev International Airport,40.46749878,50.04669952,10,AS,AZ,AZ-BA,Baku,yes,UBBB,GYD,,http://www.airport-baku.com/,https://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,"BAK, Bina International Airport, Heydər Əliyev adına beynəlxalq hava limanı"
6446,UDYZ,large_airport,Zvartnots International Airport,40.14730072,44.39590073,2838,AS,AM,AM-ER,Yerevan,yes,UDYZ,EVN,,http://www.aia-zvartnots.aero/,https://en.wikipedia.org/wiki/Zvartnots_International_Airport,"UGEE, Erevan Airport, Erivan Airport, Аэропорт Звартноц, Аэропорт Ереван"
6453,UGTB,large_airport,Tbilisi International Airport,41.6692009,44.95470047,1624,AS,GE,GE-TB,Tbilisi,yes,UGTB,TBS,,http://www.tbilisiairport.com/,https://en.wikipedia.org/wiki/Tbilisi_International_Airport,თბილისის საერთაშორისო აეროპორტი
6455,UHHH,large_airport,Khabarovsk-Novy Airport,48.52799988,135.1880035,244,AS,RU,RU-KHA,Khabarovsk,yes,UHHH,KHV,,http://airkhv.ru/,https://en.wikipedia.org/wiki/Khabarovsk_Novy_Airport,Аэропорт Хабаровск-Новый
6467,UKBB,large_airport,Boryspil International Airport,50.34500122,30.8946991,427,EU,UA,UA-32,Kiev,yes,UKBB,KBP,,http://www.airport-borispol.kiev.ua/,https://en.wikipedia.org/wiki/Boryspil_International_Airport,"Borispol, Міжнародний аеропорт ""Бориспіль"""
6474,UKFF,large_airport,Simferopol International Airport,45.05220032,33.97510147,639,EU,UA,UA-43,Simferopol,yes,UKFF,SIP,,http://www.airport.crimea.ua/,https://en.wikipedia.org/wiki/Simferopol_International_Airport,"Міжнародний аеропорт ""Сімферополь"""
6476,UKHH,large_airport,Kharkiv International Airport,49.92480087,36.29000092,508,EU,UA,UA-63,Kharkiv,yes,UKHH,HRK,,http://www.airport.kharkov.ua/,https://en.wikipedia.org/wiki/Kharkiv_International_Airport,"Osnova International Airport, Міжнародний аеропорт ""Харків"""
6487,UKOO,large_airport,Odessa International Airport,46.42679977,30.67650032,172,EU,UA,UA-51,Odessa,yes,UKOO,ODS,,http://www.airport.od.ua/,https://en.wikipedia.org/wiki/Odessa_International_Airport,"Odesa Central, Міжнародний аеропорт Одеса"
